product_id,EstimateScore,user_id,user
19330,5.0,52,quan012511
19331,5.0,52,quan012511
19332,5.0,52,quan012511
19333,5.0,52,quan012511
19345,5.0,52,quan012511
19346,5.0,52,quan012511
19347,5.0,52,quan012511
19360,5.0,52,quan012511
19361,5.0,52,quan012511
19362,5.0,52,quan012511
19363,5.0,52,quan012511
19375,5.0,52,quan012511
19376,5.0,52,quan012511
19390,5.0,52,quan012511
19391,5.0,52,quan012511
19392,5.0,52,quan012511
19393,5.0,52,quan012511
19397,5.0,52,quan012511
19405,5.0,52,quan012511
19406,5.0,52,quan012511
19407,5.0,52,quan012511
19408,5.0,52,quan012511
19421,5.0,52,quan012511
19422,5.0,52,quan012511
19423,5.0,52,quan012511
19436,5.0,52,quan012511
19437,5.0,52,quan012511
19450,5.0,52,quan012511
19451,5.0,52,quan012511
19452,5.0,52,quan012511
19453,5.0,52,quan012511
19465,5.0,52,quan012511
19466,5.0,52,quan012511
19467,5.0,52,quan012511
19468,5.0,52,quan012511
19480,5.0,52,quan012511
19481,5.0,52,quan012511
19482,5.0,52,quan012511
19483,5.0,52,quan012511
19495,5.0,52,quan012511
19496,5.0,52,quan012511
19497,5.0,52,quan012511
19511,5.0,52,quan012511
19512,5.0,52,quan012511
19513,5.0,52,quan012511
19525,5.0,52,quan012511
19526,5.0,52,quan012511
19527,5.0,52,quan012511
19528,5.0,52,quan012511
19540,5.0,52,quan012511
19541,5.0,52,quan012511
19542,5.0,52,quan012511
19543,5.0,52,quan012511
19555,5.0,52,quan012511
19556,5.0,52,quan012511
19557,5.0,52,quan012511
19558,5.0,52,quan012511
19571,5.0,52,quan012511
19573,5.0,52,quan012511
19585,5.0,52,quan012511
19586,5.0,52,quan012511
19587,5.0,52,quan012511
19615,5.0,52,quan012511
19616,5.0,52,quan012511
19617,5.0,52,quan012511
19618,5.0,52,quan012511
19633,5.0,52,quan012511
19645,5.0,52,quan012511
19646,5.0,52,quan012511
19647,5.0,52,quan012511
19648,5.0,52,quan012511
19660,5.0,52,quan012511
19661,5.0,52,quan012511
19663,5.0,52,quan012511
19675,5.0,52,quan012511
19677,5.0,52,quan012511
19707,5.0,52,quan012511
19722,5.0,52,quan012511
19723,5.0,52,quan012511
19751,5.0,52,quan012511
19753,5.0,52,quan012511
19758,5.0,52,quan012511
19765,5.0,52,quan012511
19766,5.0,52,quan012511
19767,5.0,52,quan012511
19768,5.0,52,quan012511
19782,5.0,52,quan012511
19783,5.0,52,quan012511
19796,5.0,52,quan012511
19810,5.0,52,quan012511
19811,5.0,52,quan012511
19812,5.0,52,quan012511
19827,5.0,52,quan012511
19828,5.0,52,quan012511
19856,5.0,52,quan012511
19886,5.0,52,quan012511
19887,5.0,52,quan012511
19900,5.0,52,quan012511
19902,5.0,52,quan012511
19903,5.0,52,quan012511
19918,5.0,52,quan012511
2016,5.0,52,quan012511
2046,5.0,52,quan012511
2047,5.0,52,quan012511
2048,5.0,52,quan012511
2061,5.0,52,quan012511
2062,5.0,52,quan012511
2063,5.0,52,quan012511
2078,5.0,52,quan012511
2093,5.0,52,quan012511
20123,5.0,52,quan012511
20135,5.0,52,quan012511
20136,5.0,52,quan012511
20138,5.0,52,quan012511
20150,5.0,52,quan012511
20153,5.0,52,quan012511
20181,5.0,52,quan012511
20182,5.0,52,quan012511
20197,5.0,52,quan012511
20198,5.0,52,quan012511
20225,5.0,52,quan012511
20226,5.0,52,quan012511
20227,5.0,52,quan012511
20228,5.0,52,quan012511
20240,5.0,52,quan012511
20243,5.0,52,quan012511
20255,5.0,52,quan012511
20256,5.0,52,quan012511
20257,5.0,52,quan012511
20258,5.0,52,quan012511
20271,5.0,52,quan012511
20272,5.0,52,quan012511
20286,5.0,52,quan012511
20288,5.0,52,quan012511
20300,5.0,52,quan012511
20311,5.0,52,quan012511
20315,5.0,52,quan012511
20317,5.0,52,quan012511
20318,5.0,52,quan012511
20330,5.0,52,quan012511
20331,5.0,52,quan012511
20332,5.0,52,quan012511
20333,5.0,52,quan012511
20345,5.0,52,quan012511
20346,5.0,52,quan012511
20347,5.0,52,quan012511
20360,5.0,52,quan012511
20361,5.0,52,quan012511
20375,5.0,52,quan012511
20376,5.0,52,quan012511
20377,5.0,52,quan012511
20390,5.0,52,quan012511
20391,5.0,52,quan012511
20392,5.0,52,quan012511
20393,5.0,52,quan012511
20405,5.0,52,quan012511
20420,5.0,52,quan012511
20421,5.0,52,quan012511
20422,5.0,52,quan012511
20423,5.0,52,quan012511
20435,5.0,52,quan012511
20436,5.0,52,quan012511
20450,5.0,52,quan012511
20451,5.0,52,quan012511
20452,5.0,52,quan012511
20453,5.0,52,quan012511
20465,5.0,52,quan012511
20466,5.0,52,quan012511
20467,5.0,52,quan012511
20468,5.0,52,quan012511
20482,5.0,52,quan012511
20483,5.0,52,quan012511
20497,5.0,52,quan012511
20498,5.0,52,quan012511
20510,5.0,52,quan012511
20511,5.0,52,quan012511
20512,5.0,52,quan012511
20513,5.0,52,quan012511
20526,5.0,52,quan012511
20527,5.0,52,quan012511
20528,5.0,52,quan012511
20540,5.0,52,quan012511
20541,5.0,52,quan012511
20542,5.0,52,quan012511
20543,5.0,52,quan012511
20555,5.0,52,quan012511
20557,5.0,52,quan012511
20558,5.0,52,quan012511
20570,5.0,52,quan012511
20573,5.0,52,quan012511
20585,5.0,52,quan012511
20586,5.0,52,quan012511
20587,5.0,52,quan012511
20588,5.0,52,quan012511
20600,5.0,52,quan012511
20615,5.0,52,quan012511
20616,5.0,52,quan012511
20618,5.0,52,quan012511
20630,5.0,52,quan012511
20631,5.0,52,quan012511
20632,5.0,52,quan012511
20633,5.0,52,quan012511
20645,5.0,52,quan012511
20646,5.0,52,quan012511
20647,5.0,52,quan012511
20648,5.0,52,quan012511
20661,5.0,52,quan012511
20662,5.0,52,quan012511
20663,5.0,52,quan012511
20676,5.0,52,quan012511
20677,5.0,52,quan012511
20690,5.0,52,quan012511
20691,5.0,52,quan012511
20692,5.0,52,quan012511
20693,5.0,52,quan012511
20706,5.0,52,quan012511
20707,5.0,52,quan012511
20708,5.0,52,quan012511
20720,5.0,52,quan012511
20721,5.0,52,quan012511
20722,5.0,52,quan012511
20723,5.0,52,quan012511
20736,5.0,52,quan012511
20738,5.0,52,quan012511
20750,5.0,52,quan012511
20751,5.0,52,quan012511
20753,5.0,52,quan012511
20765,5.0,52,quan012511
20766,5.0,52,quan012511
20767,5.0,52,quan012511
20768,5.0,52,quan012511
20780,5.0,52,quan012511
20781,5.0,52,quan012511
20782,5.0,52,quan012511
20783,5.0,52,quan012511
20795,5.0,52,quan012511
20796,5.0,52,quan012511
20797,5.0,52,quan012511
20798,5.0,52,quan012511
20810,5.0,52,quan012511
20811,5.0,52,quan012511
20813,5.0,52,quan012511
20825,5.0,52,quan012511
20827,5.0,52,quan012511
20828,5.0,52,quan012511
20840,5.0,52,quan012511
20843,5.0,52,quan012511
20858,5.0,52,quan012511
20871,5.0,52,quan012511
20872,5.0,52,quan012511
20873,5.0,52,quan012511
20886,5.0,52,quan012511
20887,5.0,52,quan012511
20888,5.0,52,quan012511
20900,5.0,52,quan012511
20901,5.0,52,quan012511
20903,5.0,52,quan012511
20915,5.0,52,quan012511
20916,5.0,52,quan012511
20917,5.0,52,quan012511
20918,5.0,52,quan012511
20930,5.0,52,quan012511
20932,5.0,52,quan012511
20933,5.0,52,quan012511
20945,5.0,52,quan012511
20946,5.0,52,quan012511
20948,5.0,52,quan012511
20961,5.0,52,quan012511
20962,5.0,52,quan012511
20975,5.0,52,quan012511
20977,5.0,52,quan012511
20978,5.0,52,quan012511
20990,5.0,52,quan012511
20991,5.0,52,quan012511
20992,5.0,52,quan012511
20993,5.0,52,quan012511
201022,5.0,52,quan012511
201023,5.0,52,quan012511
201035,5.0,52,quan012511
201050,5.0,52,quan012511
201051,5.0,52,quan012511
201053,5.0,52,quan012511
201067,5.0,52,quan012511
201068,5.0,52,quan012511
201080,5.0,52,quan012511
201082,5.0,52,quan012511
201083,5.0,52,quan012511
201096,5.0,52,quan012511
201097,5.0,52,quan012511
201098,5.0,52,quan012511
201110,5.0,52,quan012511
201111,5.0,52,quan012511
201113,5.0,52,quan012511
201125,5.0,52,quan012511
201126,5.0,52,quan012511
201127,5.0,52,quan012511
201128,5.0,52,quan012511
201141,5.0,52,quan012511
201142,5.0,52,quan012511
201155,5.0,52,quan012511
201157,5.0,52,quan012511
201185,5.0,52,quan012511
201186,5.0,52,quan012511
201187,5.0,52,quan012511
201188,5.0,52,quan012511
201201,5.0,52,quan012511
201203,5.0,52,quan012511
201215,5.0,52,quan012511
201218,5.0,52,quan012511
201231,5.0,52,quan012511
201232,5.0,52,quan012511
201233,5.0,52,quan012511
201246,5.0,52,quan012511
201247,5.0,52,quan012511
201248,5.0,52,quan012511
201260,5.0,52,quan012511
201262,5.0,52,quan012511
201263,5.0,52,quan012511
201275,5.0,52,quan012511
201276,5.0,52,quan012511
201277,5.0,52,quan012511
201278,5.0,52,quan012511
201290,5.0,52,quan012511
201291,5.0,52,quan012511
201293,5.0,52,quan012511
201308,5.0,52,quan012511
201319,5.0,52,quan012511
201320,5.0,52,quan012511
201321,5.0,52,quan012511
201336,5.0,52,quan012511
201350,5.0,52,quan012511
201351,5.0,52,quan012511
201352,5.0,52,quan012511
201366,5.0,52,quan012511
201367,5.0,52,quan012511
201368,5.0,52,quan012511
201380,5.0,52,quan012511
201381,5.0,52,quan012511
201382,5.0,52,quan012511
201383,5.0,52,quan012511
201395,5.0,52,quan012511
201396,5.0,52,quan012511
201397,5.0,52,quan012511
201398,5.0,52,quan012511
201410,5.0,52,quan012511
201411,5.0,52,quan012511
201412,5.0,52,quan012511
201413,5.0,52,quan012511
201425,5.0,52,quan012511
201426,5.0,52,quan012511
201441,5.0,52,quan012511
201455,5.0,52,quan012511
201456,5.0,52,quan012511
201457,5.0,52,quan012511
201458,5.0,52,quan012511
201473,5.0,52,quan012511
201485,5.0,52,quan012511
201486,5.0,52,quan012511
201488,5.0,52,quan012511
2117,5.0,52,quan012511
2145,5.0,52,quan012511
2175,5.0,52,quan012511
211051,5.0,52,quan012511
211052,5.0,52,quan012511
211053,5.0,52,quan012511
211065,5.0,52,quan012511
211066,5.0,52,quan012511
211068,5.0,52,quan012511
211080,5.0,52,quan012511
211081,5.0,52,quan012511
211082,5.0,52,quan012511
211083,5.0,52,quan012511
211095,5.0,52,quan012511
211097,5.0,52,quan012511
211098,5.0,52,quan012511
211110,5.0,52,quan012511
211111,5.0,52,quan012511
211113,5.0,52,quan012511
211125,5.0,52,quan012511
211126,5.0,52,quan012511
211140,5.0,52,quan012511
211141,5.0,52,quan012511
211142,5.0,52,quan012511
211155,5.0,52,quan012511
211156,5.0,52,quan012511
211158,5.0,52,quan012511
211171,5.0,52,quan012511
211172,5.0,52,quan012511
211173,5.0,52,quan012511
211185,5.0,52,quan012511
211187,5.0,52,quan012511
211188,5.0,52,quan012511
211200,5.0,52,quan012511
211201,5.0,52,quan012511
211202,5.0,52,quan012511
211203,5.0,52,quan012511
211215,5.0,52,quan012511
211217,5.0,52,quan012511
211230,5.0,52,quan012511
211231,5.0,52,quan012511
211232,5.0,52,quan012511
211233,5.0,52,quan012511
211245,5.0,52,quan012511
211247,5.0,52,quan012511
211260,5.0,52,quan012511
211261,5.0,52,quan012511
211262,5.0,52,quan012511
211263,5.0,52,quan012511
211290,5.0,52,quan012511
211291,5.0,52,quan012511
211292,5.0,52,quan012511
211293,5.0,52,quan012511
211305,5.0,52,quan012511
211306,5.0,52,quan012511
211307,5.0,52,quan012511
211321,5.0,52,quan012511
211322,5.0,52,quan012511
211335,5.0,52,quan012511
211336,5.0,52,quan012511
211337,5.0,52,quan012511
211338,5.0,52,quan012511
211350,5.0,52,quan012511
211351,5.0,52,quan012511
211353,5.0,52,quan012511
211365,5.0,52,quan012511
211366,5.0,52,quan012511
211367,5.0,52,quan012511
211368,5.0,52,quan012511
211382,5.0,52,quan012511
211383,5.0,52,quan012511
211396,5.0,52,quan012511
211398,5.0,52,quan012511
211410,5.0,52,quan012511
211411,5.0,52,quan012511
211412,5.0,52,quan012511
211413,5.0,52,quan012511
211428,5.0,52,quan012511
211440,5.0,52,quan012511
211441,5.0,52,quan012511
211442,5.0,52,quan012511
211443,5.0,52,quan012511
211456,5.0,52,quan012511
211457,5.0,52,quan012511
211485,5.0,52,quan012511
211486,5.0,52,quan012511
211487,5.0,52,quan012511
211500,5.0,52,quan012511
211501,5.0,52,quan012511
211502,5.0,52,quan012511
211503,5.0,52,quan012511
211515,5.0,52,quan012511
211516,5.0,52,quan012511
211517,5.0,52,quan012511
211518,5.0,52,quan012511
211530,5.0,52,quan012511
211531,5.0,52,quan012511
211532,5.0,52,quan012511
211533,5.0,52,quan012511
211547,5.0,52,quan012511
211548,5.0,52,quan012511
211560,5.0,52,quan012511
211561,5.0,52,quan012511
211562,5.0,52,quan012511
211563,5.0,52,quan012511
211575,5.0,52,quan012511
211576,5.0,52,quan012511
211577,5.0,52,quan012511
211590,5.0,52,quan012511
211591,5.0,52,quan012511
211592,5.0,52,quan012511
211593,5.0,52,quan012511
211606,5.0,52,quan012511
211608,5.0,52,quan012511
21228,5.0,52,quan012511
21241,5.0,52,quan012511
21243,5.0,52,quan012511
21256,5.0,52,quan012511
21258,5.0,52,quan012511
21271,5.0,52,quan012511
21285,5.0,52,quan012511
21287,5.0,52,quan012511
21288,5.0,52,quan012511
21302,5.0,52,quan012511
21330,5.0,52,quan012511
21333,5.0,52,quan012511
21345,5.0,52,quan012511
21360,5.0,52,quan012511
21361,5.0,52,quan012511
21362,5.0,52,quan012511
21363,5.0,52,quan012511
21375,5.0,52,quan012511
21376,5.0,52,quan012511
21392,5.0,52,quan012511
21393,5.0,52,quan012511
21405,5.0,52,quan012511
21420,5.0,52,quan012511
21422,5.0,52,quan012511
21436,5.0,52,quan012511
21451,5.0,52,quan012511
21453,5.0,52,quan012511
21467,5.0,52,quan012511
21495,5.0,52,quan012511
21497,5.0,52,quan012511
21498,5.0,52,quan012511
21510,5.0,52,quan012511
21511,5.0,52,quan012511
21528,5.0,52,quan012511
21541,5.0,52,quan012511
21542,5.0,52,quan012511
21555,5.0,52,quan012511
21556,5.0,52,quan012511
21557,5.0,52,quan012511
21571,5.0,52,quan012511
21573,5.0,52,quan012511
21585,5.0,52,quan012511
21587,5.0,52,quan012511
21588,5.0,52,quan012511
21601,5.0,52,quan012511
21603,5.0,52,quan012511
21615,5.0,52,quan012511
21616,5.0,52,quan012511
21617,5.0,52,quan012511
21618,5.0,52,quan012511
21630,5.0,52,quan012511
21631,5.0,52,quan012511
21632,5.0,52,quan012511
21645,5.0,52,quan012511
21648,5.0,52,quan012511
21660,5.0,52,quan012511
21661,5.0,52,quan012511
21662,5.0,52,quan012511
21663,5.0,52,quan012511
21675,5.0,52,quan012511
21677,5.0,52,quan012511
21692,5.0,52,quan012511
21705,5.0,52,quan012511
21707,5.0,52,quan012511
21708,5.0,52,quan012511
21721,5.0,52,quan012511
21736,5.0,52,quan012511
21737,5.0,52,quan012511
21752,5.0,52,quan012511
21753,5.0,52,quan012511
21765,5.0,52,quan012511
21766,5.0,52,quan012511
21767,5.0,52,quan012511
21768,5.0,52,quan012511
21780,5.0,52,quan012511
21782,5.0,52,quan012511
21783,5.0,52,quan012511
21796,5.0,52,quan012511
21797,5.0,52,quan012511
21798,5.0,52,quan012511
21811,5.0,52,quan012511
21812,5.0,52,quan012511
21813,5.0,52,quan012511
21825,5.0,52,quan012511
21827,5.0,52,quan012511
21828,5.0,52,quan012511
21840,5.0,52,quan012511
21842,5.0,52,quan012511
21855,5.0,52,quan012511
21856,5.0,52,quan012511
21857,5.0,52,quan012511
21870,5.0,52,quan012511
21873,5.0,52,quan012511
21885,5.0,52,quan012511
21886,5.0,52,quan012511
21887,5.0,52,quan012511
21888,5.0,52,quan012511
21900,5.0,52,quan012511
21901,5.0,52,quan012511
21903,5.0,52,quan012511
21915,5.0,52,quan012511
21916,5.0,52,quan012511
21917,5.0,52,quan012511
21918,5.0,52,quan012511
21930,5.0,52,quan012511
21931,5.0,52,quan012511
21933,5.0,52,quan012511
21946,5.0,52,quan012511
21948,5.0,52,quan012511
21960,5.0,52,quan012511
21961,5.0,52,quan012511
21963,5.0,52,quan012511
21976,5.0,52,quan012511
21977,5.0,52,quan012511
21978,5.0,52,quan012511
21990,5.0,52,quan012511
21991,5.0,52,quan012511
21993,5.0,52,quan012511
211005,5.0,52,quan012511
211006,5.0,52,quan012511
211008,5.0,52,quan012511
211020,5.0,52,quan012511
211021,5.0,52,quan012511
211022,5.0,52,quan012511
211023,5.0,52,quan012511
211035,5.0,52,quan012511
211037,5.0,52,quan012511
211038,5.0,52,quan012511
211050,5.0,52,quan012511
21105,5.0,52,quan012511
21152,5.0,52,quan012511
21168,5.0,52,quan012511
21180,5.0,52,quan012511
21197,5.0,52,quan012511
2218,5.0,52,quan012511
2248,5.0,52,quan012511
2261,5.0,52,quan012511
2262,5.0,52,quan012511
2263,5.0,52,quan012511
2275,5.0,52,quan012511
2276,5.0,52,quan012511
2277,5.0,52,quan012511
2278,5.0,52,quan012511
2291,5.0,52,quan012511
2292,5.0,52,quan012511
2293,5.0,52,quan012511
22105,5.0,52,quan012511
22106,5.0,52,quan012511
22108,5.0,52,quan012511
22120,5.0,52,quan012511
22121,5.0,52,quan012511
22122,5.0,52,quan012511
22123,5.0,52,quan012511
22150,5.0,52,quan012511
22153,5.0,52,quan012511
22167,5.0,52,quan012511
22168,5.0,52,quan012511
22182,5.0,52,quan012511
22183,5.0,52,quan012511
22195,5.0,52,quan012511
22196,5.0,52,quan012511
221173,5.0,52,quan012511
221200,5.0,52,quan012511
221202,5.0,52,quan012511
221203,5.0,52,quan012511
221263,5.0,52,quan012511
221290,5.0,52,quan012511
22212,5.0,52,quan012511
22213,5.0,52,quan012511
22225,5.0,52,quan012511
22226,5.0,52,quan012511
22227,5.0,52,quan012511
22242,5.0,52,quan012511
22243,5.0,52,quan012511
22257,5.0,52,quan012511
22258,5.0,52,quan012511
22272,5.0,52,quan012511
22287,5.0,52,quan012511
22288,5.0,52,quan012511
22300,5.0,52,quan012511
22302,5.0,52,quan012511
22303,5.0,52,quan012511
22317,5.0,52,quan012511
22318,5.0,52,quan012511
22331,5.0,52,quan012511
22332,5.0,52,quan012511
22333,5.0,52,quan012511
22345,5.0,52,quan012511
22375,5.0,52,quan012511
22377,5.0,52,quan012511
22378,5.0,52,quan012511
22392,5.0,52,quan012511
22393,5.0,52,quan012511
22407,5.0,52,quan012511
22408,5.0,52,quan012511
22437,5.0,52,quan012511
22438,5.0,52,quan012511
22450,5.0,52,quan012511
22467,5.0,52,quan012511
22483,5.0,52,quan012511
22497,5.0,52,quan012511
22511,5.0,52,quan012511
22513,5.0,52,quan012511
22527,5.0,52,quan012511
22542,5.0,52,quan012511
22543,5.0,52,quan012511
22558,5.0,52,quan012511
22573,5.0,52,quan012511
22588,5.0,52,quan012511
22632,5.0,52,quan012511
22647,5.0,52,quan012511
22662,5.0,52,quan012511
22663,5.0,52,quan012511
22691,5.0,52,quan012511
22693,5.0,52,quan012511
22721,5.0,52,quan012511
22722,5.0,52,quan012511
22723,5.0,52,quan012511
22813,5.0,52,quan012511
22828,5.0,52,quan012511
22842,5.0,52,quan012511
22843,5.0,52,quan012511
221023,5.0,52,quan012511
221066,5.0,52,quan012511
1817,5.0,52,quan012511
1846,5.0,52,quan012511
18153,5.0,52,quan012511
18182,5.0,52,quan012511
181036,5.0,52,quan012511
181037,5.0,52,quan012511
181051,5.0,52,quan012511
181053,5.0,52,quan012511
181066,5.0,52,quan012511
181068,5.0,52,quan012511
181080,5.0,52,quan012511
181082,5.0,52,quan012511
181083,5.0,52,quan012511
181095,5.0,52,quan012511
181096,5.0,52,quan012511
181097,5.0,52,quan012511
181098,5.0,52,quan012511
181112,5.0,52,quan012511
181113,5.0,52,quan012511
181126,5.0,52,quan012511
181128,5.0,52,quan012511
181141,5.0,52,quan012511
181155,5.0,52,quan012511
181158,5.0,52,quan012511
181170,5.0,52,quan012511
181172,5.0,52,quan012511
181173,5.0,52,quan012511
181187,5.0,52,quan012511
181200,5.0,52,quan012511
181201,5.0,52,quan012511
181203,5.0,52,quan012511
181218,5.0,52,quan012511
181230,5.0,52,quan012511
181231,5.0,52,quan012511
181232,5.0,52,quan012511
181233,5.0,52,quan012511
181245,5.0,52,quan012511
181246,5.0,52,quan012511
181247,5.0,52,quan012511
181248,5.0,52,quan012511
181276,5.0,52,quan012511
181277,5.0,52,quan012511
181291,5.0,52,quan012511
181292,5.0,52,quan012511
181293,5.0,52,quan012511
181305,5.0,52,quan012511
181306,5.0,52,quan012511
181307,5.0,52,quan012511
181308,5.0,52,quan012511
181321,5.0,52,quan012511
181322,5.0,52,quan012511
181336,5.0,52,quan012511
181337,5.0,52,quan012511
181338,5.0,52,quan012511
181351,5.0,52,quan012511
181352,5.0,52,quan012511
181353,5.0,52,quan012511
181367,5.0,52,quan012511
181368,5.0,52,quan012511
181381,5.0,52,quan012511
181382,5.0,52,quan012511
181383,5.0,52,quan012511
181395,5.0,52,quan012511
181396,5.0,52,quan012511
181398,5.0,52,quan012511
181411,5.0,52,quan012511
181413,5.0,52,quan012511
181425,5.0,52,quan012511
181427,5.0,52,quan012511
18242,5.0,52,quan012511
18270,5.0,52,quan012511
18272,5.0,52,quan012511
18285,5.0,52,quan012511
18286,5.0,52,quan012511
18302,5.0,52,quan012511
18315,5.0,52,quan012511
18331,5.0,52,quan012511
18332,5.0,52,quan012511
18333,5.0,52,quan012511
18377,5.0,52,quan012511
18407,5.0,52,quan012511
18436,5.0,52,quan012511
18437,5.0,52,quan012511
18438,5.0,52,quan012511
18451,5.0,52,quan012511
18465,5.0,52,quan012511
18466,5.0,52,quan012511
18480,5.0,52,quan012511
18481,5.0,52,quan012511
18482,5.0,52,quan012511
18495,5.0,52,quan012511
18496,5.0,52,quan012511
18510,5.0,52,quan012511
18511,5.0,52,quan012511
18541,5.0,52,quan012511
18587,5.0,52,quan012511
18588,5.0,52,quan012511
18617,5.0,52,quan012511
18645,5.0,52,quan012511
18646,5.0,52,quan012511
18660,5.0,52,quan012511
18662,5.0,52,quan012511
18690,5.0,52,quan012511
18706,5.0,52,quan012511
18707,5.0,52,quan012511
18721,5.0,52,quan012511
18723,5.0,52,quan012511
18737,5.0,52,quan012511
18738,5.0,52,quan012511
18766,5.0,52,quan012511
18767,5.0,52,quan012511
18780,5.0,52,quan012511
18798,5.0,52,quan012511
18840,5.0,52,quan012511
18842,5.0,52,quan012511
18843,5.0,52,quan012511
18855,5.0,52,quan012511
18856,5.0,52,quan012511
18857,5.0,52,quan012511
18858,5.0,52,quan012511
18870,5.0,52,quan012511
18872,5.0,52,quan012511
18885,5.0,52,quan012511
18887,5.0,52,quan012511
18915,5.0,52,quan012511
18918,5.0,52,quan012511
18931,5.0,52,quan012511
18948,5.0,52,quan012511
18961,5.0,52,quan012511
18962,5.0,52,quan012511
18977,5.0,52,quan012511
18978,5.0,52,quan012511
18993,5.0,52,quan012511
181005,5.0,52,quan012511
181007,5.0,52,quan012511
181008,5.0,52,quan012511
181022,5.0,52,quan012511
101,5.0,52,quan012511
106,5.0,52,quan012511
107,5.0,52,quan012511
108,5.0,52,quan012511
1010,5.0,52,quan012511
1011,5.0,52,quan012511
1012,5.0,52,quan012511
1013,5.0,52,quan012511
1015,5.0,52,quan012511
1016,5.0,52,quan012511
1017,5.0,52,quan012511
1018,5.0,52,quan012511
1021,5.0,52,quan012511
1023,5.0,52,quan012511
1024,5.0,52,quan012511
1025,5.0,52,quan012511
1026,5.0,52,quan012511
1027,5.0,52,quan012511
1028,5.0,52,quan012511
1029,5.0,52,quan012511
1030,5.0,52,quan012511
1031,5.0,52,quan012511
1032,5.0,52,quan012511
1033,5.0,52,quan012511
1034,5.0,52,quan012511
1036,5.0,52,quan012511
1037,5.0,52,quan012511
1039,5.0,52,quan012511
1040,5.0,52,quan012511
1042,5.0,52,quan012511
1043,5.0,52,quan012511
1044,5.0,52,quan012511
1045,5.0,52,quan012511
1046,5.0,52,quan012511
1047,5.0,52,quan012511
1048,5.0,52,quan012511
1050,5.0,52,quan012511
1051,5.0,52,quan012511
1052,5.0,52,quan012511
1053,5.0,52,quan012511
1056,5.0,52,quan012511
1058,5.0,52,quan012511
1059,5.0,52,quan012511
1062,5.0,52,quan012511
1063,5.0,52,quan012511
1064,5.0,52,quan012511
1066,5.0,52,quan012511
1067,5.0,52,quan012511
1068,5.0,52,quan012511
1069,5.0,52,quan012511
1070,5.0,52,quan012511
1071,5.0,52,quan012511
1072,5.0,52,quan012511
1074,5.0,52,quan012511
1075,5.0,52,quan012511
1076,5.0,52,quan012511
1077,5.0,52,quan012511
1078,5.0,52,quan012511
1080,5.0,52,quan012511
1081,5.0,52,quan012511
1082,5.0,52,quan012511
1083,5.0,52,quan012511
1084,5.0,52,quan012511
1085,5.0,52,quan012511
1086,5.0,52,quan012511
1087,5.0,52,quan012511
1088,5.0,52,quan012511
1089,5.0,52,quan012511
1090,5.0,52,quan012511
1091,5.0,52,quan012511
1092,5.0,52,quan012511
1093,5.0,52,quan012511
1094,5.0,52,quan012511
1096,5.0,52,quan012511
1097,5.0,52,quan012511
1099,5.0,52,quan012511
10100,5.0,52,quan012511
10101,5.0,52,quan012511
10102,5.0,52,quan012511
10103,5.0,52,quan012511
10104,5.0,52,quan012511
10105,5.0,52,quan012511
10107,5.0,52,quan012511
10108,5.0,52,quan012511
10109,5.0,52,quan012511
10110,5.0,52,quan012511
